make,model,year,kilometers,transmission_type,extra_features,price,priced_at
Nissan,Qashqai,2014,200000,Automatic,Air Conditioning; Remote Keyless; Sunroof; Back Power Windows; Tinted Glass; AUX; Bluetooth; DVD Player; ABS; Driver Airbag; Rear sensors; Passenger Airbag; Alloy wheels; Rear camera; GPS; Fog light,265000,2022-06-05
Nissan,Qashqai,2014,104000,Automatic,Power Steering; Sunroof; Air Conditioning; Electric mirrors; Remote Keyless; Leather seats; Front Power Windows; Back Power Windows; Tinted Glass; AUX; USB Port; Multifunction; Bluetooth; Cassette Radio; ABS; EBD; Driver Airbag; Passenger Airbag; Alloy wheels; Central lock; Rear spoiler; Rear camera; Fog light; Alarm; GPS,274000,2022-06-05
Nissan,Qashqai,2014,100000,Automatic,Leather seats; Air Conditioning; Sunroof; Remote Keyless; Electric mirrors; Tinted Glass; Front Power Windows; Back Power Windows; Cassette Radio; AUX; USB Port; Bluetooth; EPS; ABS; EBD; Alloy wheels; Central lock; Fog light,284000,2022-06-05
Nissan,Qashqai,2014,150000,Automatic,Electric mirrors; Leather seats; Air Conditioning; Power Steering; Front Power Windows; AUX; Cassette Radio; ABS; EBD; Alloy wheels; Cruise control; Rear camera,234000,2022-06-05
Nissan,Qashqai,2016,105000,Automatic,Air Conditioning; Leather seats; Power Steering; Front Power Windows; Back Power Windows; Cassette Radio; ABS; EBD; Driver Airbag; Central lock,282000,2022-06-05
Nissan,Qashqai,2016,130000,Automatic,Power Steering; Air Conditioning; Sunroof; Electric mirrors; Leather seats; Front Power Windows; Back Power Windows; Cassette Radio; ABS; Driver Airbag; Rear sensors; EBD; Rear camera; Central lock; Power Seats,318000,2022-06-05
Nissan,Qashqai,2016,95000,Automatic,Air Conditioning; Sunroof; Leather seats; Power Steering; Front Power Windows; Back Power Windows; Cassette Radio; ABS; Rear sensors; Driver Airbag; EBD; Rear camera; Central lock; Power Seats,318000,2022-06-05
Nissan,Qashqai,2016,60000,Automatic,Air Conditioning; Electric mirrors; Remote Keyless; Closing mirrors; Leather seats; Power Steering; Back Power Windows; Tinted Glass; Front Power Windows; AUX; USB Port; Bluetooth; Cassette Radio; Multifunction; CD Changer; DVD Player; ABS; EBD; Rear sensors; Driver Airbag; EPS; Passenger Airbag; Cruise control; Central lock; Rear camera; GPS,336000,2022-06-05
Nissan,Qashqai,2017,102000,Automatic,Intelligent parking system; Power Steering; Electric mirrors; Air Conditioning; Closing mirrors; Remote Keyless; Leather seats; Fabric brushes; Front Power Windows; Back Power Windows; Tinted Glass; Cassette Radio; CD Changer; DVD Player; AUX; Multifunction; CD Player; USB Port; Bluetooth; EBD; EPS; Side Airbag; Sensors; ABS; Anti - theft System; Front sensors; Driver Airbag; Rear sensors; Passenger Airbag; Alloy wheels; Central lock; Fog light; GPS; Cruise control; Alarm; Power Seats,350000,2022-06-05
Nissan,Qashqai,2018,125000,Automatic,Power Steering; Air Conditioning; Electric mirrors; Remote Keyless; Closing mirrors; Leather seats; Sunroof; Back Power Windows; Front Power Windows; Multifunction; AUX; DVD Player; USB Port; CD Player; Bluetooth; EBD; ABS; Sensors; Front sensors; Rear sensors; EPS; Driver Airbag; Alloy wheels; Cruise control; Central lock; Alarm; Rear spoiler; Rear camera,450000,2022-06-05
Nissan,Qashqai,2018,80000,Automatic,Closing mirrors; Leather seats; Air Conditioning; Power Steering; Electric mirrors; Bluetooth; AUX; USB Port; ABS; Driver Airbag; EBD; Alloy wheels; Central lock,380000,2022-06-05
Nissan,Qashqai,2018,120000,Automatic,Air Conditioning; Sunroof; Remote Keyless; Leather seats; Power Steering; Front Power Windows; Back Power Windows; CD Player; Alloy wheels; Alarm,342000,2022-06-05
Nissan,Qashqai,2018,80000,Automatic,Sunroof; Power Steering; Air Conditioning; Intelligent parking system; Electric mirrors; Remote Keyless; Closing mirrors; Leather seats; Front Power Windows; Back Power Windows; Tinted Glass; Cassette Radio; CD Changer; DVD Player; AUX; CD Player; USB Port; Bluetooth; Multifunction; Rear sensors; EPS; Side Airbag; EBD; ABS; Sensors; Anti - theft System; Driver Airbag; Front sensors; Passenger Airbag; Alloy wheels; Fog light; Central lock; Rear camera; GPS; Rear spoiler; Cruise control; Alarm; Power Seats,378000,2022-06-05
Nissan,Qashqai,2018,67000,Automatic,Air Conditioning; Sunroof; Remote Keyless; Leather seats; Power Steering; Front Power Windows; Back Power Windows; CD Player; Alloy wheels; Alarm,364000,2022-06-05
Nissan,Qashqai,2019,115000,Automatic,ABS; Driver Airbag; Passenger Airbag; EBD,396000,2022-06-05
Nissan,Qashqai,2019,74000,Automatic,Power Steering; Electric mirrors; Intelligent parking system; Closing mirrors; Air Conditioning; Leather seats; Remote Keyless; Sunroof; Fabric brushes; Front Power Windows; Back Power Windows; Tinted Glass; Cassette Radio; DVD Player; AUX; USB Port; Bluetooth; Sensors; Side Airbag; ABS; Anti - theft System; Front sensors; Driver Airbag; EBD; Rear sensors; EPS; Passenger Airbag; Alloy wheels; Central lock; Rear camera; GPS; Rear spoiler; Cruise control; Alarm; Power Seats; Fog light,401000,2022-06-05
Nissan,Qashqai,2019,94000,Automatic,Electric mirrors; Closing mirrors; Air Conditioning; Leather seats; Remote Keyless; Power Steering; Front Power Windows; Back Power Windows; USB Port; Bluetooth; DVD Player; AUX; Anti - theft System; ABS; Driver Airbag; EBD; Passenger Airbag; Alloy wheels; Rear camera; Cruise control; Alarm; Central lock; Rear spoiler,406000,2022-06-05
Nissan,Qashqai,2021,40000,Automatic,Panoramic Sunroof; Intelligent parking system; Power Steering; Multimedia touch screen; Air Conditioning; Electric mirrors; Remote Keyless; Closing mirrors; Fabric brushes; Front Power Windows; Back Power Windows; Tinted Glass; AUX; Multifunction; USB Port; DVD Player; Bluetooth; EBD; ABS; Anti - theft System; Sensors; Front sensors; Rear sensors; Driver Airbag; ESP; EPS; Passenger Airbag; Fog light; Alloy wheels; Rear camera; Cruise control; Start engine; Central lock; Alarm,461000,2022-06-05
Nissan,Qashqai,2021,30000,Automatic,Intelligent parking system; Power Steering; Air Conditioning; Electric mirrors; Remote Keyless; Closing mirrors; Fabric brushes; Front Power Windows; Back Power Windows; Tinted Glass; AUX; Multifunction; USB Port; DVD Player; Bluetooth; EBD; ABS; Anti - theft System; Sensors; Front sensors; Rear sensors; Driver Airbag; EPS; Passenger Airbag; Fog light; Alloy wheels; Rear camera; Cruise control; Central lock; Alarm,562000,2022-06-05
Nissan,Qashqai,2012,120000,Automatic,"",255000,2022-06-05
Nissan,Qashqai,2013,180000,Automatic,Fabric brushes; Sunroof; Power Steering; Air Conditioning; Remote Keyless; Electric mirrors; Front Power Windows; Back Power Windows; Tinted Glass; AUX; Multifunction; Cassette Radio; USB Port; DVD Player; ABS; EBD; Anti - theft System; Sensors; Driver Airbag; EPS; Passenger Airbag; Alloy wheels; Alarm; Rear camera; Fog light; Central lock,204000,2022-06-05
Nissan,Qashqai,2013,85000,Automatic,Air Conditioning; Leather seats; Power Steering; Front Power Windows; Back Power Windows; Cassette Radio; ABS; EBD; Driver Airbag; Rear sensors; Central lock,228000,2022-06-05
Nissan,Qashqai,2014,170000,Automatic,Closing mirrors; Sunroof; Power Steering; Air Conditioning; Intelligent parking system; Electric mirrors; Front Power Windows; Back Power Windows; Tinted Glass; AUX; USB Port; Cassette Radio; Bluetooth; Rear sensors; EPS; ABS; EBD; Driver Airbag; Sensors; Passenger Airbag; Front sensors; Side Airbag; Alloy wheels; Alarm; Fog light; Central lock; Rear camera; GPS; Power Seats; Cruise control,298000,2022-06-05
Nissan,Qashqai,2016,123000,Automatic,Sunroof; Power Steering; Air Conditioning; Intelligent parking system; Electric mirrors; Remote Keyless; Closing mirrors; Leather seats; Front Power Windows; Back Power Windows; Tinted Glass; Cassette Radio; CD Changer; DVD Player; AUX; CD Player; USB Port; Bluetooth; Rear sensors; EPS; Side Airbag; EBD; ABS; Sensors; Driver Airbag; Front sensors; Passenger Airbag; Alloy wheels; Fog light; Central lock; Rear camera; GPS; Cruise control; Alarm; Power Seats,310000,2022-06-05
Nissan,Qashqai,2016,62000,Automatic,Closing mirrors; Fabric brushes; Air Conditioning; Sunroof; Remote Keyless; Power Steering; Electric mirrors; Front Power Windows; Back Power Windows; Tinted Glass; Multifunction; CD Player; Bluetooth; AUX; Cassette Radio; USB Port; ABS; Rear sensors; EBD; Driver Airbag; Anti - theft System; Passenger Airbag; Alloy wheels; Alarm; Cruise control; Fog light; Central lock; Power Seats,364000,2022-06-05
Nissan,Qashqai,2018,65000,Automatic,Closing mirrors; Air Conditioning; Leather seats; Remote Keyless; Sunroof; Intelligent parking system; Power Steering; Front Power Windows; Back Power Windows; Tinted Glass; CD Changer; AUX; DVD Player; USB Port; CD Player; Bluetooth; Cassette Radio; EBD; Side Airbag; Sensors; ABS; Front sensors; Rear sensors; EPS; Driver Airbag; Passenger Airbag; Alloy wheels; Rear spoiler; Cruise control; Alarm; Central lock; Fog light; Rear camera,405000,2022-06-05
Nissan,Qashqai,2018,103000,Automatic,ABS; Driver Airbag; EBD,346000,2022-06-05
Nissan,Qashqai,2018,108000,Automatic,"",369000,2022-06-05
Nissan,Qashqai,2019,16000,Automatic,Panoramic Sunroof; Electric mirrors; Air Conditioning; Closing mirrors; Remote Keyless; Leather seats; Power Steering; Front Power Windows; Back Power Windows; AUX; USB Port; Bluetooth; DVD Player; Sensors; Front sensors; ABS; Rear sensors; EPS; Driver Airbag; Anti - theft System; EBD; Passenger Airbag; Alloy wheels; Central lock; Rear spoiler; Alarm; Rear camera; Cruise control,487000,2022-06-05
Nissan,Qashqai,2019,55000,Automatic,Electric mirrors; Air Conditioning; Power Steering; Front Power Windows; Back Power Windows; Cassette Radio; ABS; Driver Airbag,486000,2022-06-05
Nissan,Qashqai,2020,72000,Automatic,Leather seats; Power Steering; Air Conditioning; Intelligent parking system; Remote Keyless; Electric mirrors; Closing mirrors; Front Power Windows; Back Power Windows; Tinted Glass; Multifunction; AUX; USB Port; DVD Player; Bluetooth; Rear sensors; EPS; Side Airbag; ABS; EBD; Sensors; Driver Airbag; Anti - theft System; Front sensors; Passenger Airbag; Alloy wheels; Alarm; Fog light; Central lock; Rear camera; GPS; Rear spoiler; Cruise control,482000,2022-06-05
Nissan,Qashqai,2021,7200,Automatic,Leather seats; Intelligent parking system; Power Steering; Air Conditioning; Remote Keyless; Electric mirrors; Closing mirrors; Front Power Windows; Back Power Windows; Tinted Glass; AUX; Multifunction; DVD Player; USB Port; CD Player; Bluetooth; EPS; ABS; EBD; Anti - theft System; Sensors; Front sensors; Driver Airbag; Rear sensors; Passenger Airbag; Alloy wheels; Central lock; Alarm; Fog light; Rear camera; Cruise control,573000,2022-06-05
Nissan,Qashqai,2022,6000,Automatic,ABS; Driver Airbag; EBD,663000,2022-06-05
Nissan,Qashqai,2012,214000,Automatic,Electric mirrors; Leather seats; Air Conditioning; Power Steering; Bluetooth; Cassette Radio; AUX; USB Port; ABS; EBD; Sensors; Alloy wheels,251000,2022-06-05
Nissan,Qashqai,2012,95000,Automatic,Air Conditioning; Power Steering; Front Power Windows; Back Power Windows; Central lock,201000,2022-06-05
Nissan,Qashqai,2013,125000,Automatic,Electric mirrors; Air Conditioning; Power Steering; Back Power Windows; Tinted Glass; Front Power Windows; Multifunction; Cassette Radio; CD Changer; AUX; EPS; EBD; ABS; Driver Airbag; Passenger Airbag; Alloy wheels; Central lock; Fog light; Alarm,264000,2022-06-05
Nissan,Qashqai,2013,100005,Automatic,Air Conditioning; Remote Keyless; Front Power Windows; Back Power Windows; Tinted Glass; Cassette Radio; ABS; Driver Airbag; Passenger Airbag; Alloy wheels; Power Seats,256000,2022-06-05
Nissan,Qashqai,2016,27000,Automatic,Intelligent parking system; Sunroof; Power Steering; Air Conditioning; Remote Keyless; Electric mirrors; Closing mirrors; Leather seats; Front Power Windows; Back Power Windows; Tinted Glass; Cassette Radio; CD Changer; DVD Player; AUX; CD Player; USB Port; Bluetooth; EPS; Side Airbag; Anti - theft System; EBD; ABS; Sensors; Driver Airbag; Passenger Airbag; Alloy wheels; Fog light; Rear camera; GPS; Cruise control; Central lock; Alarm; Power Seats,340000,2022-06-05
Nissan,Qashqai,2016,70000,Automatic,Air Conditioning; Electric mirrors; Leather seats; Power Steering; Front Power Windows; Back Power Windows; Bluetooth; Cassette Radio; AUX; ABS; Sensors; EBD,309000,2022-06-05
Nissan,Qashqai,2016,86000,Automatic,Sunroof; ABS; Driver Airbag; EBD,312000,2022-06-05
Nissan,Qashqai,2017,140000,Automatic,Sunroof; Air Conditioning; Leather seats; Power Steering; Front Power Windows; Back Power Windows; Cassette Radio; ABS; EBD; Driver Airbag; Central lock,324000,2022-06-05
Nissan,Qashqai,2017,93000,Automatic,"",341000,2022-06-05
Nissan,Qashqai,2017,100000,Automatic,Electric mirrors; Air Conditioning; Leather seats; Remote Keyless; Sunroof; Power Steering; Front Power Windows; Back Power Windows; Tinted Glass; CD Changer; AUX; DVD Player; USB Port; CD Player; Bluetooth; Cassette Radio; EBD; Rear sensors; Side Airbag; Sensors; ABS; EPS; Driver Airbag; Passenger Airbag; Alloy wheels; Central lock; Alarm; Fog light; Cruise control,301000,2022-06-05
Nissan,Qashqai,2017,145000,Automatic,Air Conditioning; Power Steering; Remote Keyless; Front Power Windows; Back Power Windows; CD Player; ABS; Driver Airbag; EBD; Alarm,310000,2022-06-05
Nissan,Qashqai,2017,110000,Automatic,Leather seats; Air Conditioning; Power Steering; Sunroof; Electric mirrors; Closing mirrors; Front Power Windows; Back Power Windows; Cassette Radio; ABS; Driver Airbag; EBD; Rear sensors; Rear camera; Central lock; Power Seats,345000,2022-06-05
Nissan,Qashqai,2017,70000,Automatic,Electric mirrors; Air Conditioning; Leather seats; Power Steering; Front Power Windows; Back Power Windows; USB Port; Bluetooth; AUX; Cassette Radio; EBD; ABS; Alloy wheels,350000,2022-06-05
Nissan,Qashqai,2017,170000,Automatic,Air Conditioning; Electric mirrors; Leather seats; Power Steering; Front Power Windows; Back Power Windows; AUX; USB Port; Bluetooth; Cassette Radio; EBD; ABS; Sensors; Alloy wheels,358000,2022-06-05
Nissan,Qashqai,2018,140000,Automatic,Electric mirrors; Closing mirrors; Air Conditioning; Fabric brushes; Remote Keyless; Sunroof; Power Steering; Front Power Windows; Back Power Windows; Tinted Glass; CD Changer; AUX; CD Player; USB Port; Bluetooth; Multifunction; Cassette Radio; Sensors; Side Airbag; ABS; Front sensors; Rear sensors; EPS; Driver Airbag; EBD; Passenger Airbag; Alloy wheels; Cruise control; Alarm; Central lock; Fog light; Rear camera,337000,2022-06-05
Nissan,Qashqai,2018,130000,Automatic,Air Conditioning; Sunroof; Remote Keyless; Leather seats; Power Steering; Front Power Windows; Back Power Windows; CD Player; Alloy wheels; Alarm,407000,2022-06-05
Nissan,Qashqai,2018,90000,Automatic,Sunroof; Power Steering; Air Conditioning; Electric mirrors; Remote Keyless; Closing mirrors; Leather seats; Front Power Windows; Back Power Windows; Tinted Glass; Cassette Radio; CD Changer; DVD Player; AUX; CD Player; USB Port; Bluetooth; EPS; Side Airbag; EBD; ABS; Anti - theft System; Sensors; Front sensors; Driver Airbag; Rear sensors; Passenger Airbag; Alloy wheels; Central lock; Fog light; Rear camera; Cruise control; Alarm; Power Seats,423000,2022-06-05
Nissan,Qashqai,2019,52000,Automatic,Electric mirrors; Closing mirrors; Air Conditioning; Leather seats; Remote Keyless; Sunroof; Power Steering; Front Power Windows; Back Power Windows; Tinted Glass; DVD Player; USB Port; Multifunction; CD Player; Bluetooth; AUX; Sensors; Anti - theft System; Side Airbag; ABS; Front sensors; Rear sensors; EPS; Driver Airbag; EBD; Passenger Airbag; Alloy wheels; Cruise control; Alarm; Central lock; Rear camera; Rear spoiler; GPS; Power Seats,456000,2022-06-05
Nissan,Qashqai,2019,98000,Automatic,Sunroof; Fabric brushes; Air Conditioning; Power Steering; Electric mirrors; Remote Keyless; Closing mirrors; Panoramic Sunroof; Leather seats; Front Power Windows; Back Power Windows; Tinted Glass; Bluetooth; Cassette Radio; CD Changer; DVD Player; CD Player; AUX; USB Port; Rear sensors; Side Airbag; ABS; EBD; EPS; Sensors; Anti - theft System; Driver Airbag; Front sensors; Passenger Airbag; Alloy wheels; Central lock; Fog light; Rear spoiler; Rear camera; Cruise control; Alarm; Power Seats,367000,2022-06-05
Nissan,Qashqai,2021,17000,Automatic,Electric mirrors; Closing mirrors; Air Conditioning; Fabric brushes; Remote Keyless; Power Steering; Multimedia touch screen; Front Power Windows; Back Power Windows; Tinted Glass; AUX; USB Port; Bluetooth; Multifunction; ABS; Anti - theft System; EPS; ESP; Driver Airbag; EBD; Passenger Airbag; Alloy wheels; Central lock; Fog light; Alarm; Rear camera; Cruise control,468000,2022-06-05
Nissan,Qashqai,2021,170000,Automatic,Electric mirrors; Closing mirrors; Air Conditioning; Fabric brushes; Remote Keyless; Power Steering; Multimedia touch screen; Front Power Windows; Back Power Windows; Tinted Glass; AUX; USB Port; Bluetooth; Multifunction; ABS; Anti - theft System; EPS; ESP; Driver Airbag; EBD; Passenger Airbag; Alloy wheels; Central lock; Fog light; Alarm; Rear camera; Cruise control,497000,2022-06-05
Nissan,Qashqai,2021,15000,Automatic,Sunroof; Air Conditioning; Leather seats; Power Steering; Front Power Windows; Back Power Windows; Cassette Radio; ABS; Front sensors; Rear sensors; EBD; Driver Airbag; Central lock; Rear camera,481000,2022-06-05
Nissan,Qashqai,2013,88000,Automatic,Leather seats; Power Steering; Air Conditioning; Electric mirrors; Closing mirrors; Back Power Windows; Front Power Windows; AUX; USB Port; Bluetooth; ABS; EBD; Driver Airbag; Passenger Airbag; Central lock; Alloy wheels; Alarm,228000,2022-06-05
Nissan,Qashqai,2013,49000,Automatic,Air Conditioning; Power Steering; Front Power Windows; Back Power Windows; Central lock,299000,2022-06-05
Nissan,Qashqai,2013,110000,Automatic,Air Conditioning; Remote Keyless; Leather seats; Front Power Windows; Back Power Windows; Tinted Glass; USB Port; Bluetooth; AUX; ABS; EBD; Sensors; EPS; Rear sensors; GPS; Fog light,232000,2022-06-05
Nissan,Qashqai,2013,100000,Automatic,"",153000,2022-06-05
Nissan,Qashqai,2017,90000,Automatic,Air Conditioning; Remote Keyless; Front Power Windows; Back Power Windows; Cassette Radio; CD Changer; Alarm; Fog light,422000,2022-06-05
Nissan,Qashqai,2017,115000,Automatic,ABS; Driver Airbag; EBD,298000,2022-06-05
Nissan,Qashqai,2017,149000,Automatic,Closing mirrors; Fabric brushes; Sunroof; Air Conditioning; Intelligent parking system; Power Steering; Remote Keyless; Electric mirrors; Back Power Windows; Tinted Glass; Front Power Windows; Bluetooth; Cassette Radio; Multifunction; CD Changer; AUX; CD Player; USB Port; Front sensors; ABS; Rear sensors; EPS; EBD; Sensors; Driver Airbag; Alloy wheels; Alarm; Fog light; Rear camera; GPS; Cruise control,330000,2022-06-05
Nissan,Qashqai,2020,20000,Automatic,Leather seats; Power Steering; Air Conditioning; Intelligent parking system; Panoramic Sunroof; Remote Keyless; Electric mirrors; Closing mirrors; Front Power Windows; Back Power Windows; Tinted Glass; Multifunction; AUX; USB Port; DVD Player; Bluetooth; Rear sensors; EPS; Side Airbag; ABS; EBD; ESP; Sensors; Driver Airbag; Anti - theft System; Front sensors; Passenger Airbag; Alloy wheels; Alarm; Start engine; Fog light; Central lock; Rear camera; GPS; Rear spoiler; Cruise control,382000,2022-06-05
Nissan,Qashqai,2011,282000,Manual,Sunroof; Air Conditioning; Remote Keyless; Electric mirrors; Fabric brushes; Back Power Windows; Tinted Glass; Front Power Windows; Cassette Radio; CD Changer; DVD Player; ABS; Sensors; Driver Airbag; Alloy wheels; Alarm,231000,2022-06-05
Nissan,Qashqai,2014,88000,Automatic,Leather seats; Air Conditioning; Power Steering; Front Power Windows; Back Power Windows; Cassette Radio; Passenger Airbag; EBD; ABS; Driver Airbag; Alloy wheels; Central lock,288000,2022-06-05
Nissan,Qashqai,2015,150000,Automatic,Air Conditioning; Remote Keyless; Front Power Windows; Back Power Windows; Tinted Glass; Side Airbag; ABS; Driver Airbag; Passenger Airbag; Alloy wheels; Power Seats,284000,2022-06-05
Nissan,Qashqai,2017,130000,Automatic,"",403000,2022-06-05
Nissan,Qashqai,2017,100000,Automatic,Air Conditioning; Remote Keyless; Front Power Windows; Back Power Windows; Cassette Radio; CD Changer; Alarm; Fog light,293000,2022-06-05
Nissan,Qashqai,2019,92000,Automatic,Sunroof; Power Steering; Air Conditioning; Electric mirrors; Remote Keyless; Closing mirrors; Leather seats; Front Power Windows; Back Power Windows; Tinted Glass; Cassette Radio; CD Changer; DVD Player; AUX; CD Player; USB Port; Bluetooth; EPS; Side Airbag; EBD; ABS; Sensors; Anti - theft System; Front sensors; Driver Airbag; Rear sensors; Passenger Airbag; Alloy wheels; Central lock; Fog light; Rear spoiler; Rear camera; Cruise control; Alarm; Power Seats,386000,2022-06-05
Nissan,Qashqai,2019,92000,Automatic,Electric mirrors; Closing mirrors; Air Conditioning; Leather seats; Remote Keyless; Sunroof; Intelligent parking system; Power Steering; Front Power Windows; Back Power Windows; Tinted Glass; Cassette Radio; AUX; DVD Player; USB Port; Multifunction; Bluetooth; Sensors; Side Airbag; ABS; Anti - theft System; Front sensors; Rear sensors; EPS; Driver Airbag; EBD; Passenger Airbag; Alloy wheels; Rear spoiler; Cruise control; Alarm; Central lock; Fog light; Rear camera; Power Seats,400000,2022-06-05
Nissan,Qashqai,2019,100000,Automatic,Electric mirrors; Electric chairs; Air Conditioning; Closing mirrors; Remote Keyless; Fabric brushes; Panoramic Sunroof; Power Steering; Front Power Windows; Back Power Windows; AUX; USB Port; Bluetooth; DVD Player; EBD; ABS; Anti - theft System; Driver Airbag; Passenger Airbag; Alloy wheels; Rear spoiler; Power Seats; Rear camera; Cruise control; Alarm; Central lock,344000,2022-06-05
Nissan,Qashqai,2018,89999,Automatic,"",395000,2022-06-05
Nissan,Qashqai,2013,205000,Automatic,Electric mirrors; Leather seats; Air Conditioning; Sunroof; Power Steering; Remote Keyless; Front Power Windows; Back Power Windows; Tinted Glass; DVD Player; Bluetooth; CD Player; Cassette Radio; AUX; CD Changer; USB Port; ABS; EPS; EBD; Driver Airbag; Sensors; Passenger Airbag; Alloy wheels; Fog light; GPS; Central lock,231000,2022-06-05
Nissan,Qashqai,2019,75000,Automatic,Leather seats; Air Conditioning; Power Steering; Front Power Windows; Back Power Windows; Bluetooth; AUX; USB Port; Cassette Radio; EBD; ABS; Alloy wheels,488000,2022-06-05
Nissan,Qashqai,2017,135000,Automatic,Air Conditioning; Remote Keyless; Front Power Windows; Back Power Windows; Tinted Glass; Cassette Radio; CD Changer; Side Airbag; ABS; Driver Airbag; Passenger Airbag; Alloy wheels; Alarm; Fog light; Power Seats,289000,2022-06-05
Nissan,Qashqai,2017,120000,Automatic,Air Conditioning; Sunroof; Leather seats; Power Steering; Front Power Windows; Back Power Windows; Cassette Radio; ABS; Rear sensors; Driver Airbag; EBD; Rear camera; Central lock; Power Seats,324000,2022-06-05
Nissan,Qashqai,2019,61000,Automatic,Air Conditioning; Sunroof; Leather seats; Power Steering; Front Power Windows; Back Power Windows; Cassette Radio; ABS; Rear sensors; Driver Airbag; EBD; Rear camera; Central lock; Power Seats,400000,2022-06-05
Nissan,Qashqai,2020,45000,Automatic,Closing mirrors; Leather seats; Air Conditioning; Power Steering; Sunroof; Electric mirrors; Intelligent parking system; Tinted Glass; Front Power Windows; Back Power Windows; Multifunction; Cassette Radio; AUX; USB Port; EPS; ABS; Front sensors; Driver Airbag; EBD; Alloy wheels; Rear camera; Cruise control; Central lock,459000,2022-06-05
Nissan,Qashqai,2014,175000,Automatic,Air Conditioning; Remote Keyless; Front Power Windows; Back Power Windows; Tinted Glass; Cassette Radio; Side Airbag; ABS; Driver Airbag; Passenger Airbag; Alloy wheels; Power Seats,257000,2022-06-05
Nissan,Qashqai,2016,140000,Automatic,Electric mirrors; Leather seats; Air Conditioning; Sunroof; Power Steering; Remote Keyless; Front Power Windows; Back Power Windows; Tinted Glass; Cassette Radio; Bluetooth; AUX; USB Port; Side Airbag; ABS; Anti - theft System; EPS; EBD; Driver Airbag; Sensors; Passenger Airbag; Alloy wheels; Central lock; Alarm; Fog light; Rear camera; GPS; Cruise control; Power Seats,382000,2022-06-05
Nissan,Qashqai,2017,105000,Automatic,Air Conditioning; Sunroof; Leather seats; Power Steering; Front Power Windows; Back Power Windows; Cassette Radio; ABS; Rear sensors; Driver Airbag; EBD; Rear camera; Central lock; Power Seats,369000,2022-06-05
Nissan,Qashqai,2017,145000,Automatic,Sunroof; Fabric brushes; Air Conditioning; Power Steering; Intelligent parking system; Electric mirrors; Remote Keyless; Closing mirrors; Leather seats; Front Power Windows; Back Power Windows; Tinted Glass; Bluetooth; Cassette Radio; CD Changer; DVD Player; CD Player; AUX; USB Port; Front sensors; Side Airbag; Rear sensors; EBD; ABS; EPS; Sensors; Driver Airbag; Anti - theft System; Passenger Airbag; Alloy wheels; Fog light; Central lock; Rear camera; GPS; Rear spoiler; Alarm; Cruise control; Power Seats,365000,2022-06-05
Nissan,Qashqai,2018,50000,Automatic,Power Steering; Electric mirrors; Closing mirrors; Air Conditioning; Leather seats; Remote Keyless; Sunroof; Fabric brushes; Front Power Windows; Back Power Windows; DVD Player; CD Player; AUX; USB Port; Bluetooth; Cassette Radio; CD Changer; Sensors; ABS; Driver Airbag; EBD; EPS; Passenger Airbag; Alloy wheels; GPS; Alarm; Power Seats; Fog light,396000,2022-06-05
Nissan,Qashqai,2013,116000,Automatic,Air Conditioning; Remote Keyless; Front Power Windows; Back Power Windows; Tinted Glass; CD Changer; DVD Player; Cassette Radio; Side Airbag; ABS; Driver Airbag; Passenger Airbag; Alloy wheels,237000,2022-06-05
Nissan,Qashqai,2018,105000,Automatic,Power Steering; Electric mirrors; Air Conditioning; Closing mirrors; Remote Keyless; Leather seats; Sunroof; Fabric brushes; Front Power Windows; Back Power Windows; Tinted Glass; CD Changer; DVD Player; CD Player; AUX; Multifunction; USB Port; Bluetooth; Cassette Radio; EBD; EPS; Side Airbag; Sensors; ABS; Anti - theft System; Front sensors; Driver Airbag; Rear sensors; Passenger Airbag; Alloy wheels; Central lock; Fog light; Rear spoiler; Rear camera; Cruise control; Alarm,317000,2022-06-05
Nissan,Qashqai,2016,275000,Automatic,Air Conditioning; Remote Keyless; Tinted Glass; ABS; Driver Airbag; Passenger Airbag; Alloy wheels,255000,2022-06-05
Nissan,Qashqai,2016,120000,Automatic,Power Steering; Sunroof; Air Conditioning; Electric mirrors; Intelligent parking system; Closing mirrors; Leather seats; Front Power Windows; Back Power Windows; AUX; USB Port; Bluetooth; Cassette Radio; Multifunction; CD Changer; Rear sensors; ABS; EBD; Driver Airbag; Anti - theft System; Passenger Airbag; Side Airbag; Alloy wheels; Central lock; Power Seats; Rear camera; Cruise control,377000,2022-06-05
Nissan,Qashqai,2016,90000,Automatic,Electric mirrors; Air Conditioning; Leather seats; Power Steering; Front Power Windows; Back Power Windows; USB Port; Bluetooth; AUX; Cassette Radio; EBD; ABS; Alloy wheels; Rear camera,407000,2022-06-05
Nissan,Qashqai,2018,132000,Automatic,Closing mirrors; Leather seats; Sunroof; Air Conditioning; Remote Keyless; Power Steering; Electric mirrors; Front Power Windows; Back Power Windows; Bluetooth; AUX; CD Player; USB Port; Rear sensors; Side Airbag; ABS; EPS; EBD; Sensors; Driver Airbag; Front sensors; Passenger Airbag; Alloy wheels; Alarm; Central lock; Fog light; Rear camera; Cruise control; Power Seats,399000,2022-06-05
