id,make,model,model_year,kilometers,transmission_type,price,priced_at,mileage_category,extra_features_count,model_age,price_moving_avg,competitor_price_diff,popularity,price_change_pct,dt_year,dt_month,dt_day,dt_quarter
11564,Nissan,Qashqai,2016,80470.0,Automatic,332000,2022-04-12,50k-100k,12,6,324800,-44507.63358778629,1.1,0.09570957095709565,2022,4,12,2
10726,Nissan,Qashqai,2016,132000.0,Automatic,297000,2022-04-19,100k-150k,26,6,318600,-79507.63358778629,1.1,-0.10542168674698793,2022,4,19,2
10158,Nissan,Qashqai,2016,139999.0,Automatic,296000,2022-04-21,100k-150k,26,6,309600,-80507.63358778629,1.1,-0.0033670033670033517,2022,4,21,2
10159,Nissan,Qashqai,2016,59999.0,Automatic,308000,2022-04-21,50k-100k,26,6,306400,-68507.63358778629,1.1,0.04054054054054057,2022,4,21,2
10160,Nissan,Qashqai,2016,39999.0,Automatic,296000,2022-04-21,0-50k,26,6,307200,-80507.63358778629,1.1,-0.038961038961038974,2022,4,21,2
10161,Nissan,Qashqai,2016,89999.0,Automatic,285000,2022-04-21,50k-100k,26,6,305800,-91507.63358778629,1.1,-0.03716216216216217,2022,4,21,2
10162,Nissan,Qashqai,2016,9999.0,Automatic,365000,2022-04-21,0-50k,26,6,296400,-11507.633587786288,1.1,0.2807017543859649,2022,4,21,2
10163,Nissan,Qashqai,2016,179999.0,Automatic,266000,2022-04-21,150k-200k,26,6,310000,-110507.63358778629,1.1,-0.27123287671232876,2022,4,21,2
10164,Nissan,Qashqai,2016,9999.0,Automatic,318000,2022-04-21,0-50k,26,6,304000,-58507.63358778629,1.1,0.19548872180451138,2022,4,21,2
10165,Nissan,Qashqai,2016,119999.0,Automatic,343000,2022-04-21,100k-150k,26,6,306000,-33507.63358778629,1.1,0.07861635220125796,2022,4,21,2
10166,Nissan,Qashqai,2016,159999.0,Automatic,301000,2022-04-21,150k-200k,26,6,315400,-75507.63358778629,1.1,-0.12244897959183676,2022,4,21,2
10167,Nissan,Qashqai,2016,99999.0,Automatic,337000,2022-04-21,50k-100k,26,6,318600,-39507.63358778629,1.1,0.11960132890365438,2022,4,21,2
10168,Nissan,Qashqai,2016,9999.0,Automatic,305000,2022-04-21,0-50k,26,6,313000,-71507.63358778629,1.1,-0.09495548961424327,2022,4,21,2
10169,Nissan,Qashqai,2016,59999.0,Automatic,326000,2022-04-21,50k-100k,26,6,320800,-50507.63358778629,1.1,0.06885245901639347,2022,4,21,2
10170,Nissan,Qashqai,2016,99999.0,Automatic,300000,2022-04-21,50k-100k,26,6,322400,-76507.63358778629,1.1,-0.07975460122699385,2022,4,21,2
10171,Nissan,Qashqai,2016,139999.0,Automatic,281000,2022-04-21,100k-150k,26,6,313800,-95507.63358778629,1.1,-0.06333333333333335,2022,4,21,2
10172,Nissan,Qashqai,2016,69999.0,Automatic,315000,2022-04-21,50k-100k,26,6,309800,-61507.63358778629,1.1,0.12099644128113884,2022,4,21,2
10173,Nissan,Qashqai,2016,99999.0,Automatic,336000,2022-04-21,50k-100k,26,6,305400,-40507.63358778629,1.1,0.06666666666666665,2022,4,21,2
10174,Nissan,Qashqai,2016,89999.0,Automatic,312000,2022-04-21,50k-100k,26,6,311600,-64507.63358778629,1.1,-0.0714285714285714,2022,4,21,2
10175,Nissan,Qashqai,2016,9999.0,Automatic,273000,2022-04-21,0-50k,26,6,308800,-103507.63358778629,1.1,-0.125,2022,4,21,2
10176,Nissan,Qashqai,2016,119999.0,Automatic,270000,2022-04-21,100k-150k,26,6,303400,-106507.63358778629,1.1,-0.01098901098901095,2022,4,21,2
10177,Nissan,Qashqai,2016,139999.0,Automatic,270000,2022-04-21,100k-150k,26,6,301200,-106507.63358778629,1.1,0.0,2022,4,21,2
10178,Nissan,Qashqai,2016,119999.0,Automatic,303000,2022-04-21,100k-150k,26,6,292200,-73507.63358778629,1.1,0.12222222222222223,2022,4,21,2
10179,Nissan,Qashqai,2016,179999.0,Automatic,281000,2022-04-21,150k-200k,26,6,285600,-95507.63358778629,1.1,-0.0726072607260726,2022,4,21,2
10180,Nissan,Qashqai,2016,89999.0,Automatic,352000,2022-04-21,50k-100k,26,6,279400,-24507.633587786288,1.1,0.25266903914590744,2022,4,21,2
10181,Nissan,Qashqai,2016,89999.0,Automatic,301000,2022-04-21,50k-100k,26,6,295200,-75507.63358778629,1.1,-0.14488636363636365,2022,4,21,2
6146,Nissan,Qashqai,2016,139999.0,Automatic,293000,2022-04-22,100k-150k,26,6,301400,-83507.63358778629,1.1,-0.02657807308970095,2022,4,22,2
6149,Nissan,Qashqai,2016,79999.0,Automatic,323000,2022-04-22,50k-100k,26,6,306000,-53507.63358778629,1.1,0.10238907849829348,2022,4,22,2
13126,Nissan,Qashqai,2016,139999.0,Automatic,323000,2022-04-24,100k-150k,26,6,310000,-53507.63358778629,1.1,0.0,2022,4,24,2
13127,Nissan,Qashqai,2016,9999.0,Automatic,320000,2022-04-24,0-50k,26,6,318400,-56507.63358778629,1.1,-0.009287925696594423,2022,4,24,2
12434,Nissan,Qashqai,2016,79999.0,Automatic,306000,2022-04-27,50k-100k,26,6,312000,-70507.63358778629,1.1,-0.043749999999999956,2022,4,27,2
14534,Nissan,Qashqai,2016,78000.0,Automatic,319000,2022-04-29,50k-100k,26,6,313000,-57507.63358778629,1.1,0.042483660130719025,2022,4,29,2
14548,Nissan,Qashqai,2016,99999.0,Automatic,320000,2022-04-29,50k-100k,26,6,318200,-56507.63358778629,1.1,0.0031347962382444194,2022,4,29,2
14238,Nissan,Qashqai,2016,119999.0,Automatic,358000,2022-05-01,100k-150k,26,6,317600,-18507.633587786288,1.1,0.11874999999999991,2022,5,1,2
14479,Nissan,Qashqai,2016,159999.0,Automatic,295000,2022-05-05,150k-200k,26,6,324600,-81507.63358778629,1.1,-0.17597765363128492,2022,5,5,2
11037,Nissan,Qashqai,2016,99999.0,Automatic,326000,2022-05-06,50k-100k,26,6,319600,-50507.63358778629,1.1,0.10508474576271176,2022,5,6,2
18851,Nissan,Qashqai,2016,159999.0,Automatic,344000,2022-05-07,150k-200k,26,6,323600,-32507.633587786288,1.1,0.05521472392638027,2022,5,7,2
13527,Nissan,Qashqai,2016,99999.0,Automatic,300000,2022-05-09,50k-100k,26,6,328600,-76507.63358778629,1.1,-0.12790697674418605,2022,5,9,2
13610,Nissan,Qashqai,2016,159999.0,Automatic,308000,2022-05-09,150k-200k,26,6,324600,-68507.63358778629,1.1,0.026666666666666616,2022,5,9,2
12049,Nissan,Qashqai,2016,39999.0,Automatic,377000,2022-05-13,0-50k,26,6,314600,492.36641221371247,1.1,0.22402597402597402,2022,5,13,2
12050,Nissan,Qashqai,2016,99999.0,Automatic,299000,2022-05-13,50k-100k,26,6,331000,-77507.63358778629,1.1,-0.2068965517241379,2022,5,13,2
4359,Nissan,Qashqai,2016,123000.0,Automatic,312000,2022-05-17,100k-150k,26,6,325600,-64507.63358778629,1.1,0.04347826086956519,2022,5,17,2
4365,Nissan,Qashqai,2016,139999.0,Automatic,333000,2022-05-17,100k-150k,26,6,319200,-43507.63358778629,1.1,0.06730769230769229,2022,5,17,2
4366,Nissan,Qashqai,2016,89999.0,Automatic,314000,2022-05-17,50k-100k,26,6,325800,-62507.63358778629,1.1,-0.0570570570570571,2022,5,17,2
5211,Nissan,Qashqai,2016,139999.0,Automatic,324000,2022-05-18,100k-150k,26,6,327000,-52507.63358778629,1.1,0.031847133757961776,2022,5,18,2
5213,Nissan,Qashqai,2016,49999.0,Automatic,363000,2022-05-18,0-50k,26,6,316400,-13507.633587786288,1.1,0.12037037037037046,2022,5,18,2
3253,Nissan,Qashqai,2016,49000.0,Automatic,336000,2022-05-25,0-50k,9,6,329200,-40507.63358778629,1.1,-0.07438016528925617,2022,5,25,2
3283,Nissan,Qashqai,2016,99999.0,Automatic,320000,2022-05-25,50k-100k,26,6,334000,-56507.63358778629,1.1,-0.04761904761904767,2022,5,25,2
3285,Nissan,Qashqai,2016,119999.0,Automatic,371000,2022-05-25,100k-150k,26,6,331400,-5507.6335877862875,1.1,0.15937500000000004,2022,5,25,2
3290,Nissan,Qashqai,2016,49999.0,Automatic,352000,2022-05-25,0-50k,26,6,342800,-24507.633587786288,1.1,-0.05121293800539084,2022,5,25,2
13150,Nissan,Qashqai,2016,79999.0,Automatic,340000,2022-05-31,50k-100k,26,6,348400,-36507.63358778629,1.1,-0.03409090909090906,2022,5,31,2
8792,Nissan,Qashqai,2016,49999.0,Automatic,342000,2022-06-01,0-50k,26,6,343800,-34507.63358778629,1.1,0.00588235294117645,2022,6,1,2
1690,Nissan,Qashqai,2016,39999.0,Automatic,345000,2022-06-05,0-50k,26,6,345000,-31507.633587786288,1.1,0.00877192982456143,2022,6,5,2
1696,Nissan,Qashqai,2016,110000.0,Automatic,292000,2022-06-05,100k-150k,7,6,350000,-84507.63358778629,1.1,-0.15362318840579714,2022,6,5,2
1707,Nissan,Qashqai,2016,113000.0,Automatic,340000,2022-06-05,100k-150k,6,6,334200,-36507.63358778629,1.1,0.1643835616438356,2022,6,5,2
1718,Nissan,Qashqai,2016,110000.0,Automatic,312000,2022-06-05,100k-150k,14,6,331800,-64507.63358778629,1.1,-0.08235294117647063,2022,6,5,2
1719,Nissan,Qashqai,2016,112000.0,Automatic,305000,2022-06-05,100k-150k,9,6,326200,-71507.63358778629,1.1,-0.022435897435897467,2022,6,5,2
1749,Nissan,Qashqai,2016,120000.0,Automatic,282000,2022-06-05,100k-150k,12,6,318800,-94507.63358778629,1.1,-0.07540983606557372,2022,6,5,2
1765,Nissan,Qashqai,2016,105000.0,Automatic,282000,2022-06-05,100k-150k,9,6,306200,-94507.63358778629,1.1,0.0,2022,6,5,2
1766,Nissan,Qashqai,2016,130000.0,Automatic,318000,2022-06-05,100k-150k,14,6,304200,-58507.63358778629,1.1,0.12765957446808507,2022,6,5,2
1767,Nissan,Qashqai,2016,95000.0,Automatic,318000,2022-06-05,50k-100k,13,6,299800,-58507.63358778629,1.1,0.0,2022,6,5,2
1768,Nissan,Qashqai,2016,60000.0,Automatic,336000,2022-06-05,50k-100k,25,6,301000,-40507.63358778629,1.1,0.05660377358490565,2022,6,5,2
1784,Nissan,Qashqai,2016,123000.0,Automatic,310000,2022-06-05,100k-150k,33,6,307200,-66507.63358778629,1.1,-0.07738095238095233,2022,6,5,2
1785,Nissan,Qashqai,2016,62000.0,Automatic,364000,2022-06-05,50k-100k,27,6,312800,-12507.633587786288,1.1,0.17419354838709666,2022,6,5,2
1798,Nissan,Qashqai,2016,27000.0,Automatic,340000,2022-06-05,0-50k,33,6,329200,-36507.63358778629,1.1,-0.06593406593406592,2022,6,5,2
1799,Nissan,Qashqai,2016,70000.0,Automatic,309000,2022-06-05,50k-100k,11,6,333600,-67507.63358778629,1.1,-0.0911764705882353,2022,6,5,2
1800,Nissan,Qashqai,2016,86000.0,Automatic,312000,2022-06-05,50k-100k,4,6,331800,-64507.63358778629,1.1,0.009708737864077666,2022,6,5,2
1840,Nissan,Qashqai,2016,140000.0,Automatic,382000,2022-06-05,100k-150k,28,6,327000,5492.3664122137125,1.1,0.22435897435897445,2022,6,5,2
1846,Nissan,Qashqai,2016,275000.0,Automatic,255000,2022-06-05,200k+,7,6,341400,-121507.63358778629,1.1,-0.33246073298429324,2022,6,5,2
1847,Nissan,Qashqai,2016,120000.0,Automatic,377000,2022-06-05,100k-150k,26,6,319600,492.36641221371247,1.1,0.4784313725490197,2022,6,5,2
1848,Nissan,Qashqai,2016,90000.0,Automatic,407000,2022-06-05,50k-100k,13,6,327000,30492.366412213712,1.1,0.07957559681697624,2022,6,5,2
18198,Nissan,Qashqai,2016,139999.0,Automatic,354000,2022-06-06,100k-150k,26,6,346600,-22507.633587786288,1.1,-0.13022113022113024,2022,6,6,2
4112,Nissan,Qashqai,2016,120000.0,Automatic,344000,2022-06-07,100k-150k,8,6,355000,-32507.633587786288,1.1,-0.02824858757062143,2022,6,7,2
5342,Nissan,Qashqai,2016,118000.0,Automatic,347000,2022-06-08,100k-150k,26,6,347400,-29507.633587786288,1.1,0.008720930232558155,2022,6,8,2
16013,Nissan,Qashqai,2016,89999.0,Automatic,373000,2022-06-12,50k-100k,26,6,365800,-3507.6335877862875,1.1,0.0749279538904899,2022,6,12,2
9591,Nissan,Qashqai,2016,102000.0,Automatic,350000,2022-06-14,100k-150k,26,6,365000,-26507.633587786288,1.1,-0.06166219839142095,2022,6,14,2
9342,Nissan,Qashqai,2016,102000.0,Automatic,351000,2022-06-16,100k-150k,10,6,353600,-25507.633587786288,1.1,0.0028571428571428914,2022,6,16,2
18996,Nissan,Qashqai,2016,159999.0,Automatic,333000,2022-06-19,150k-200k,24,6,353000,-43507.63358778629,1.1,-0.05128205128205132,2022,6,19,2
5845,Nissan,Qashqai,2016,69999.0,Automatic,394000,2022-06-20,50k-100k,22,6,350800,17492.366412213712,1.1,0.18318318318318316,2022,6,20,2
15832,Nissan,Qashqai,2016,59999.0,Automatic,349000,2022-06-21,50k-100k,14,6,360200,-27507.633587786288,1.1,-0.1142131979695431,2022,6,21,2
15834,Nissan,Qashqai,2016,19999.0,Automatic,351000,2022-06-21,0-50k,23,6,355400,-25507.633587786288,1.1,0.005730659025787954,2022,6,21,2
19112,Nissan,Qashqai,2016,64000.0,Automatic,364000,2022-06-24,50k-100k,26,6,355600,-12507.633587786288,1.1,0.03703703703703698,2022,6,24,2
19135,Nissan,Qashqai,2016,69999.0,Automatic,403000,2022-06-24,50k-100k,9,6,358200,26492.366412213712,1.1,0.1071428571428572,2022,6,24,2
8108,Nissan,Qashqai,2016,121000.0,Automatic,360000,2022-06-25,100k-150k,9,6,372200,-16507.633587786288,1.1,-0.10669975186104219,2022,6,25,2
16925,Nissan,Qashqai,2016,139999.0,Automatic,355000,2022-06-26,100k-150k,9,6,365400,-21507.633587786288,1.1,-0.01388888888888884,2022,6,26,2
2909,Nissan,Qashqai,2016,91000.0,Automatic,319000,2022-07-02,50k-100k,12,6,366600,-57507.63358778629,1.1,-0.10140845070422533,2022,7,2,3
3651,Nissan,Qashqai,2016,99999.0,Automatic,368000,2022-07-13,50k-100k,21,6,360200,-8507.633587786288,1.1,0.15360501567398122,2022,7,13,3
265,Nissan,Qashqai,2016,79999.0,Automatic,319000,2022-07-15,50k-100k,26,6,361000,-57507.63358778629,1.1,-0.13315217391304346,2022,7,15,3
324,Nissan,Qashqai,2016,39999.0,Automatic,361000,2022-07-15,0-50k,26,6,344200,-15507.633587786288,1.1,0.1316614420062696,2022,7,15,3
2820,Nissan,Qashqai,2016,99999.0,Automatic,431000,2022-07-20,50k-100k,26,6,344400,54492.36641221371,1.1,0.19390581717451516,2022,7,20,3
8687,Nissan,Qashqai,2016,99999.0,Automatic,432000,2022-07-21,50k-100k,26,6,359600,55492.36641221371,1.1,0.002320185614849146,2022,7,21,3
8690,Nissan,Qashqai,2016,9999.0,Automatic,337000,2022-07-21,0-50k,17,6,382200,-39507.63358778629,1.1,-0.21990740740740744,2022,7,21,3
11506,Nissan,Qashqai,2016,99999.0,Automatic,396000,2022-07-22,50k-100k,25,6,376000,19492.366412213712,1.1,0.17507418397626107,2022,7,22,3
11511,Nissan,Qashqai,2016,159999.0,Automatic,360000,2022-07-22,150k-200k,24,6,391400,-16507.633587786288,1.1,-0.09090909090909094,2022,7,22,3
17287,Nissan,Qashqai,2016,49999.0,Automatic,345000,2022-07-25,0-50k,18,6,391200,-31507.633587786288,1.1,-0.04166666666666663,2022,7,25,3
16451,Nissan,Qashqai,2016,151000.0,Automatic,377000,2022-08-01,150k-200k,27,6,374000,492.36641221371247,1.1,0.09275362318840585,2022,8,1,3
13643,Nissan,Qashqai,2016,179999.0,Automatic,297000,2022-08-04,150k-200k,25,6,363000,-79507.63358778629,1.1,-0.2122015915119363,2022,8,4,3
15696,Nissan,Qashqai,2016,83000.0,Automatic,384000,2022-08-06,50k-100k,19,6,355000,7492.3664122137125,1.1,0.29292929292929304,2022,8,6,3
7816,Nissan,Qashqai,2016,130000.0,Automatic,373000,2022-08-10,100k-150k,22,6,352600,-3507.6335877862875,1.1,-0.02864583333333337,2022,8,10,3
6856,Nissan,Qashqai,2016,70000.0,Automatic,387000,2022-08-13,50k-100k,32,6,355200,10492.366412213712,1.1,0.03753351206434319,2022,8,13,3
18419,Nissan,Qashqai,2016,89000.0,Automatic,342000,2022-08-15,50k-100k,20,6,363600,-34507.63358778629,1.1,-0.11627906976744184,2022,8,15,3
16234,Nissan,Qashqai,2016,84000.0,Automatic,401000,2022-08-16,50k-100k,30,6,356600,24492.366412213712,1.1,0.17251461988304095,2022,8,16,3
3488,Nissan,Qashqai,2016,99000.0,Automatic,425000,2022-08-20,50k-100k,34,6,377400,48492.36641221371,1.1,0.05985037406483795,2022,8,20,3
3502,Nissan,Qashqai,2016,99999.0,Automatic,452000,2022-08-20,50k-100k,26,6,385600,75492.36641221371,1.1,0.06352941176470583,2022,8,20,3
6593,Nissan,Qashqai,2016,122000.0,Automatic,418000,2022-08-27,100k-150k,9,6,401400,41492.36641221371,1.1,-0.0752212389380531,2022,8,27,3
16988,Nissan,Qashqai,2016,42000.0,Automatic,410000,2022-09-01,0-50k,26,6,407600,33492.36641221371,1.1,-0.019138755980861233,2022,9,1,3
12277,Nissan,Qashqai,2016,250000.0,Automatic,357000,2022-09-06,200k+,26,6,421200,-19507.633587786288,1.1,-0.12926829268292683,2022,9,6,3
19485,Nissan,Qashqai,2016,250000.0,Automatic,354000,2022-09-07,200k+,26,6,412400,-22507.633587786288,1.1,-0.008403361344537785,2022,9,7,3
8883,Nissan,Qashqai,2016,95222.0,Automatic,381000,2022-09-09,50k-100k,33,6,398200,4492.3664122137125,1.1,0.07627118644067798,2022,9,9,3
15071,Nissan,Qashqai,2016,130000.0,Automatic,414000,2022-09-11,100k-150k,8,6,384000,37492.36641221371,1.1,0.08661417322834652,2022,9,11,3
464,Nissan,Qashqai,2016,100000.0,Automatic,409000,2022-09-12,100k-150k,9,6,383200,32492.366412213712,1.1,-0.012077294685990392,2022,9,12,3
465,Nissan,Qashqai,2016,94000.0,Automatic,442000,2022-09-12,50k-100k,26,6,383000,65492.36641221371,1.1,0.0806845965770171,2022,9,12,3
17475,Nissan,Qashqai,2016,95000.0,Automatic,405000,2022-09-14,50k-100k,25,6,400000,28492.366412213712,1.1,-0.08371040723981904,2022,9,14,3
17508,Nissan,Qashqai,2016,155000.0,Automatic,379000,2022-09-14,150k-200k,26,6,410200,2492.3664122137125,1.1,-0.06419753086419755,2022,9,14,3
17528,Nissan,Qashqai,2016,120000.0,Automatic,442000,2022-09-14,100k-150k,26,6,409800,65492.36641221371,1.1,0.1662269129287599,2022,9,14,3
16290,Nissan,Qashqai,2016,95000.0,Automatic,472000,2022-09-21,50k-100k,4,6,415400,95492.36641221371,1.1,0.0678733031674208,2022,9,21,3
16332,Nissan,Qashqai,2016,100000.0,Automatic,425000,2022-09-21,100k-150k,9,6,428000,48492.36641221371,1.1,-0.09957627118644063,2022,9,21,3
11393,Nissan,Qashqai,2016,100000.0,Automatic,427000,2022-09-23,100k-150k,9,6,424600,50492.36641221371,1.1,0.004705882352941115,2022,9,23,3
2304,Nissan,Qashqai,2016,147000.0,Automatic,390000,2022-09-30,100k-150k,26,6,429000,13492.366412213712,1.1,-0.0866510538641686,2022,9,30,3
17328,Nissan,Qashqai,2016,157000.0,Automatic,387000,2022-10-03,150k-200k,23,6,431200,10492.366412213712,1.1,-0.007692307692307665,2022,10,3,4
17350,Nissan,Qashqai,2016,112000.0,Automatic,438000,2022-10-03,100k-150k,23,6,420200,61492.36641221371,1.1,0.13178294573643412,2022,10,3,4
11819,Nissan,Qashqai,2016,140000.0,Automatic,468000,2022-10-05,100k-150k,10,6,413400,91492.36641221371,1.1,0.06849315068493156,2022,10,5,4
15339,Nissan,Qashqai,2016,199999.0,Automatic,408000,2022-10-08,150k-200k,26,6,422000,31492.366412213712,1.1,-0.1282051282051282,2022,10,8,4
14048,Nissan,Qashqai,2016,99999.0,Automatic,457000,2022-10-16,50k-100k,21,6,418200,80492.36641221371,1.1,0.12009803921568629,2022,10,16,4
17626,Nissan,Qashqai,2016,115000.0,Automatic,448000,2022-10-17,100k-150k,9,6,431600,71492.36641221371,1.1,-0.01969365426695846,2022,10,17,4
11334,Nissan,Qashqai,2016,99999.0,Automatic,411000,2022-10-18,50k-100k,26,6,443800,34492.36641221371,1.1,-0.0825892857142857,2022,10,18,4
13021,Nissan,Qashqai,2016,95000.0,Automatic,408000,2022-10-19,50k-100k,6,6,438400,31492.366412213712,1.1,-0.007299270072992692,2022,10,19,4
7629,Nissan,Qashqai,2016,0.0,Automatic,429000,2022-10-20,0-50k,26,6,426400,52492.36641221371,1.1,0.05147058823529416,2022,10,20,4
7712,Nissan,Qashqai,2016,9999.0,Automatic,416000,2022-10-20,0-50k,14,6,430600,39492.36641221371,1.1,-0.030303030303030276,2022,10,20,4
7715,Nissan,Qashqai,2016,99999.0,Automatic,434000,2022-10-20,50k-100k,26,6,422400,57492.36641221371,1.1,0.04326923076923084,2022,10,20,4
7718,Nissan,Qashqai,2016,79999.0,Automatic,459000,2022-10-20,50k-100k,26,6,419600,82492.36641221371,1.1,0.05760368663594462,2022,10,20,4
17774,Nissan,Qashqai,2016,79999.0,Automatic,475000,2022-11-01,50k-100k,24,6,429200,98492.36641221371,1.1,0.034858387799564294,2022,11,1,4
19846,Nissan,Qashqai,2016,98000.0,Automatic,471000,2022-11-02,50k-100k,26,6,442600,94492.36641221371,1.1,-0.008421052631578996,2022,11,2,4
7315,Nissan,Qashqai,2016,97000.0,Automatic,466000,2022-11-04,50k-100k,26,6,451000,89492.36641221371,1.1,-0.010615711252653925,2022,11,4,4
3425,Nissan,Qashqai,2016,68000.0,Automatic,401000,2022-11-05,50k-100k,26,6,461000,24492.366412213712,1.1,-0.13948497854077258,2022,11,5,4
13367,Nissan,Qashqai,2016,90000.0,Automatic,433000,2022-11-06,50k-100k,26,6,454400,56492.36641221371,1.1,0.07980049875311712,2022,11,6,4
13425,Nissan,Qashqai,2016,0.0,Automatic,410000,2022-11-06,0-50k,24,6,449200,33492.36641221371,1.1,-0.053117782909930744,2022,11,6,4
15636,Nissan,Qashqai,2016,80000.0,Automatic,473000,2022-11-07,50k-100k,9,6,436200,96492.36641221371,1.1,0.15365853658536577,2022,11,7,4
15637,Nissan,Qashqai,2016,90000.0,Automatic,417000,2022-11-07,50k-100k,26,6,436600,40492.36641221371,1.1,-0.11839323467230445,2022,11,7,4
15638,Nissan,Qashqai,2016,82000.0,Automatic,501000,2022-11-07,50k-100k,9,6,426800,124492.36641221371,1.1,0.2014388489208634,2022,11,7,4
15639,Nissan,Qashqai,2016,153000.0,Automatic,442000,2022-11-07,150k-200k,26,6,446800,65492.36641221371,1.1,-0.11776447105788423,2022,11,7,4
15640,Nissan,Qashqai,2016,80000.0,Automatic,493000,2022-11-07,50k-100k,9,6,448600,116492.36641221371,1.1,0.11538461538461542,2022,11,7,4
15641,Nissan,Qashqai,2016,82000.0,Automatic,494000,2022-11-07,50k-100k,9,6,465200,117492.36641221371,1.1,0.0020283975659229903,2022,11,7,4
15642,Nissan,Qashqai,2016,145000.0,Automatic,454000,2022-11-07,100k-150k,9,6,469400,77492.36641221371,1.1,-0.08097165991902833,2022,11,7,4
15192,Nissan,Qashqai,2016,97000.0,Automatic,478000,2022-11-16,50k-100k,26,6,476800,101492.36641221371,1.1,0.052863436123347984,2022,11,16,4
20056,Nissan,Qashqai,2016,139999.0,Automatic,412000,2022-11-18,100k-150k,1,6,472200,35492.36641221371,1.1,-0.13807531380753135,2022,11,18,4
6240,Nissan,Qashqai,2016,77000.0,Automatic,438000,2022-11-20,50k-100k,26,6,466200,61492.36641221371,1.1,0.06310679611650483,2022,11,20,4
13461,Nissan,Qashqai,2016,130000.0,Automatic,449000,2022-11-24,100k-150k,26,6,455200,72492.36641221371,1.1,0.02511415525114158,2022,11,24,4
10721,Nissan,Qashqai,2016,99999.0,Automatic,485000,2022-11-25,50k-100k,16,6,446200,108492.36641221371,1.1,0.0801781737193763,2022,11,25,4
12775,Nissan,Qashqai,2016,97000.0,Automatic,462000,2022-11-26,50k-100k,9,6,452400,85492.36641221371,1.1,-0.04742268041237119,2022,11,26,4
17142,Nissan,Qashqai,2016,130000.0,Automatic,473000,2022-11-29,100k-150k,37,6,449200,96492.36641221371,1.1,0.023809523809523725,2022,11,29,4
17196,Nissan,Qashqai,2016,139999.0,Automatic,447000,2022-11-29,100k-150k,23,6,461400,70492.36641221371,1.1,-0.05496828752642702,2022,11,29,4
14154,Nissan,Qashqai,2016,99000.0,Automatic,438000,2022-12-01,50k-100k,9,6,463200,61492.36641221371,1.1,-0.020134228187919434,2022,12,1,4
14104,Nissan,Qashqai,2016,164000.0,Automatic,435000,2022-12-04,150k-200k,26,6,461000,58492.36641221371,1.1,-0.006849315068493178,2022,12,4,4
18589,Nissan,Qashqai,2016,26000.0,Automatic,579000,2022-12-05,0-50k,29,6,451000,202492.3664122137,1.1,0.3310344827586207,2022,12,5,4
18623,Nissan,Qashqai,2016,26000.0,Automatic,545000,2022-12-05,0-50k,26,6,474400,168492.3664122137,1.1,-0.05872193436960271,2022,12,5,4
7905,Nissan,Qashqai,2016,50000.0,Automatic,515000,2022-12-08,50k-100k,28,6,488800,138492.3664122137,1.1,-0.05504587155963303,2022,12,8,4
7941,Nissan,Qashqai,2016,160000.0,Automatic,453000,2022-12-08,150k-200k,26,6,502400,76492.36641221371,1.1,-0.12038834951456312,2022,12,8,4
7963,Nissan,Qashqai,2016,89999.0,Automatic,518000,2022-12-08,50k-100k,18,6,505400,141492.3664122137,1.1,0.14348785871964687,2022,12,8,4
18287,Nissan,Qashqai,2016,139999.0,Automatic,451000,2022-12-09,100k-150k,26,6,522000,74492.36641221371,1.1,-0.1293436293436293,2022,12,9,4
18292,Nissan,Qashqai,2016,49999.0,Automatic,491000,2022-12-09,0-50k,20,6,496400,114492.36641221371,1.1,0.08869179600886912,2022,12,9,4
14790,Nissan,Qashqai,2016,51000.0,Automatic,450000,2022-12-10,50k-100k,9,6,485600,73492.36641221371,1.1,-0.0835030549898167,2022,12,10,4
14804,Nissan,Qashqai,2016,159999.0,Automatic,430000,2022-12-10,150k-200k,26,6,472600,53492.36641221371,1.1,-0.0444444444444444,2022,12,10,4
10968,Nissan,Qashqai,2016,100000.0,Automatic,436000,2022-12-12,100k-150k,26,6,468000,59492.36641221371,1.1,0.013953488372093092,2022,12,12,4
15871,Nissan,Qashqai,2016,180000.0,Automatic,407000,2022-12-18,150k-200k,30,6,451600,30492.366412213712,1.1,-0.0665137614678899,2022,12,18,4
14282,Nissan,Qashqai,2016,150000.0,Automatic,434000,2022-12-21,150k-200k,26,6,442800,57492.36641221371,1.1,0.06633906633906639,2022,12,21,4
13777,Nissan,Qashqai,2016,105000.0,Automatic,475000,2022-12-24,100k-150k,26,6,431400,98492.36641221371,1.1,0.09447004608294929,2022,12,24,4
13832,Nissan,Qashqai,2016,99999.0,Automatic,428000,2022-12-24,50k-100k,25,6,436400,51492.36641221371,1.1,-0.09894736842105267,2022,12,24,4
10486,Nissan,Qashqai,2016,98000.0,Automatic,401000,2022-12-28,50k-100k,26,6,436000,24492.366412213712,1.1,-0.06308411214953269,2022,12,28,4
10487,Nissan,Qashqai,2016,98000.0,Automatic,405000,2022-12-28,50k-100k,26,6,429000,28492.366412213712,1.1,0.009975062344139696,2022,12,28,4
16404,Nissan,Qashqai,2016,139000.0,Automatic,456000,2023-01-01,100k-150k,10,7,428600,79492.36641221371,1.1,0.125925925925926,2023,1,1,1
10783,Nissan,Qashqai,2016,93000.0,Automatic,585000,2023-01-17,50k-100k,31,7,433000,208492.3664122137,1.1,0.2828947368421053,2023,1,17,1
